marque;modele;annee;age_voiture;carburant;boite_vitesse;kilometrage;puissance_fiscale_cv;puissance_reelle_ch;prix;code_postal;url_annonce
Volkswagen;Tiguan Allspace;2021;5;diesel;Automatique;103211;8;150;27499;37;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-tiguan-allspace-2-0-tdi-150ch-confortline-business-dsg7-euro6dt-37170-chambray-les-tours-700836
Peugeot;308;2018;8;essence;Manuelle;80207;6;130;10999;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-2-puretech-130ch-s-s-gt-line-60200-compiegne-3014326
Renault;Scénic;2025;1;électrique;Automatique;10;4;220;42990;57;https://www.autosphere.fr/fiche/auto-occasion-renault-scenic-e-tech-electric-220ch-techno-grande-autonomie-25-57000-metz-d0044
Peugeot;208;2024;2;essence;Manuelle;70470;5;100;14799;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-60005-beauvais-2016903
Renault;Clio;2021;5;essence;Manuelle;90790;5;90;13799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-rs-line-21-62218-loison-sous-lens-251272
Renault;Zoé;2023;3;électrique;Automatique;11519;4;109;16999;2;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-evolution-charge-normale-r110-achat-integral-my22-02200-soissons-250688
Renault;Zoé;2021;5;électrique;Automatique;45129;4;109;12499;86;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-business-charge-normale-r110-achat-integral-21-86100-chatellerault-431026
Renault;Captur;2024;2;essence;Manuelle;14350;5;90;17499;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-64300-orthez-71415
Renault;Clio;2021;5;hybride;Automatique;12506;5;140;18599;59;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-hybride-140ch-intens-21n-59320-sequedin-233803
Ford;Transit 2t;2020;6;diesel;Manuelle;36007;7;130;25999;59;https://www.autosphere.fr/fiche/auto-occasion-ford-transit-2t-t310-l2h2-2-0-ecoblue-130ch-s-s-trend-business-59600-maubeuge-5019543
Bmw;Série 1;2022;4;diesel;Automatique;29683;8;150;30900;13;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-118da-150ch-edition-sport-13100-aix-en-provence-920057
Peugeot;208;2024;2;électrique;Automatique;10992;4;136;20299;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-e-208-136ch-e-style-13300-salon-de-provence-37247
Dacia;Sandero;2022;4;gpl;Manuelle;43005;5;100;14799;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-10000-troyes-025642
Citroen;C3;2023;3;essence;Manuelle;16670;6;110;12999;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-120-123g-86000-poitiers-12092452
Nissan;Qashqai;2024;2;hybride;Automatique;17295;8;190;31999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-qashqai-e-power-190ch-n-connecta-2024-51100-reims-14111
Mercedes;Gla;2022;4;essence;Automatique;32861;9;163;38299;60;https://www.autosphere.fr/fiche/auto-occasion-mercedes-gla-200-163ch-amg-line-7g-dct-60000-beauvais-1250207
Lexus;Nx;2019;7;hybride;Automatique;17540;8;155;36390;92;https://www.autosphere.fr/fiche/auto-occasion-lexus-nx-300h-4wd-luxe-my20-92600-asnieres-sur-seine-003253
Renault;Clio;2025;1;essence;Manuelle;11234;5;90;17499;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-44400-reze-110322
Mercedes;Classe A;2025;1;diesel;Automatique;4500;8;150;45490;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-200-d-150ch-star-edition-8g-dct-02100-saint-quentin-0553109720
Bmw;X3;2019;7;diesel;Automatique;119723;10;190;29999;40;https://www.autosphere.fr/fiche/auto-occasion-bmw-x3-xdrive20da-190ch-xline-40090-saint-avit-60504
Peugeot;208;2022;4;électrique;Automatique;49206;4;136;15199;3;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-style-03100-montlucon-4000593
Renault;Zoé;2020;6;électrique;Automatique;89647;4;109;7980;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-zoe-zen-charge-normale-r110-4cv-26000-valence-441486
Peugeot;3008;2021;5;hybride;Automatique;57781;10;225;22380;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-hybrid-225ch-gt-e-eat8-38000-grenoble-115265
Renault;Express;2023;3;diesel;Manuelle;43428;5;95;14978;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-express-1-5-blue-dci-95ch-confort-22-26000-valence-441781
Mitsubishi;Eclipse Cross;2024;2;hybride;Automatique;5;5;188;29299;3;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-instyle-4wd-03110-charmeil-3000534
Citroen;C3;2022;4;essence;Manuelle;31002;4;83;10980;1;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-you-01000-bourg-en-bresse-128623
Peugeot;308;2022;4;essence;Automatique;47302;7;130;19990;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-2-puretech-130ch-s-s-gt-eat8-73203-albertville-212183
Dacia;Jogger;2022;4;gpl;Manuelle;40552;5;100;15790;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-5-places-02300-chauny-139192
Citroen;C4 Spacetourer;2022;4;diesel;Manuelle;45405;6;130;18999;59;https://www.autosphere.fr/fiche/auto-occasion-citroen-c4-spacetourer-bluehdi-130ch-s-s-business-e6-d-temp-59320-sequedin-233942
Mercedes;Classe A;2024;2;essence;Automatique;11925;7;136;28799;77;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-180-136ch-progressive-line-7g-dct-77240-vert-saint-denis-9130609
Renault;Zoé;2020;6;électrique;Automatique;25615;4;109;10499;59;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-intens-charge-normale-r110-20-59640-dunkerque-601158
Citroen;C3;2023;3;essence;Manuelle;12300;4;83;13469;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001571
Renault;Captur;2021;5;hybride;Automatique;73405;5;160;15375;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-hybride-rechargeable-160ch-intens-21-26000-valence-442533
Peugeot;2008;2008;18;essence;Automatique;3;7;130;26799;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-130ch-s-s-allure-eat8-13300-salon-de-provence-37163
Nissan;Juke;2023;3;hybride;Automatique;11614;5;143;21990;26;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-6-hybrid-143ch-n-connecta-2023-5-26000-valence-206553
Ds;Ds 3 Crossback;2022;4;diesel;Automatique;29100;7;130;23977;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-3-crossback-bluehdi-130ch-rivoli-automatique-132g-51100-reims-290195
Dacia;Sandero;2023;3;gpl;Manuelle;38243;5;100;12999;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-essential-02300-chauny-250872
Bmw;Série 1;2022;4;essence;Automatique;54486;9;178;29799;59;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-120ia-178ch-m-sport-dkg7-59650-villeneuve-d-ascq-2512826
Peugeot;Boxer;2025;1;diesel;Manuelle;150;7;120;29999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-boxer-l2h2-3-0-120ch-s-s-13300-salon-de-provence-st42745072
Peugeot;3008;2025;1;électrique;Automatique;10;7;210;39890;3;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-electrique-210ch-batterie-73-kwh-gt-03100-montlucon-hh112nf
Audi;Q4 E-Tron;2022;4;électrique;Automatique;21464;5;170;27199;16;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-q4-e-tron-35-e-tron-170ch-16430-champniers-810979
Audi;A3 Sportback;2021;5;essence;Manuelle;88349;8;150;24499;86;https://www.autosphere.fr/fiche/auto-occasion-audi-a3-sportback-35-tfsi-150ch-s-line-86000-poitiers-411492
Suzuki;Ignis;2024;2;essence;Manuelle;10;4;83;16499;33;https://www.autosphere.fr/fiche-mixte/auto-occasion-suzuki-ignis-1-2-dualjet-hybrid-83ch-pack-33700-merignac-250706
Renault;Clio;2023;3;essence;Manuelle;29122;4;65;13979;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-sce-65ch-evolution-26000-valence-441904
Renault;Austral;2025;1;hybride;Automatique;9000;7;200;39390;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-24-62231-coquelles-c1275
Dacia;Sandero;2023;3;essence;Manuelle;10995;5;90;16999;51;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-extreme-51100-reims-048187
Renault;Austral;2025;1;hybride;Automatique;13988;7;200;35880;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-iconic-24-01000-bourg-en-bresse-160401
Mercedes;Citan;2023;3;électrique;Automatique;29000;8;122;20990;77;https://www.autosphere.fr/fiche/auto-occasion-mercedes-citan-ecitan-long-pro-77270-villeparisis-st43518479
Dacia;Spring;2021;5;électrique;Automatique;11651;2;45;9799;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-spring-confort-plus-achat-integral-10510-maizieres-la-grande-paroisse-025517
Hyundai;I10;2021;5;essence;Manuelle;27869;5;100;13999;33;https://www.autosphere.fr/fiche/auto-occasion-hyundai-i10-1-0-t-gdi-100ch-n-line-33260-la-teste-de-buch-300989
Mitsubishi;Colt;2025;1;essence;Manuelle;5;5;91;19999;62;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-colt-1-0-mpi-t-91ch-intense-2025-62218-loison-sous-lens-251201
Renault;Arkana;2023;3;essence;Automatique;20705;7;140;20499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-23-13730-saint-victoret-46115
Citroen;C5 Aircross;2020;6;essence;Automatique;59300;7;130;16874;51;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c5-aircross-puretech-130ch-s-s-c-series-eat8-e6-d-51100-reims-001641
Peugeot;3008;2025;1;essence;Automatique;5;7;145;37699;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-allure-e-dcs6-60740-saint-maximin-1019962
Renault;Clio;2025;1;diesel;Manuelle;12487;5;100;19999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-59640-dunkerque-601185
Renault;Clio;2023;3;essence;Manuelle;25461;5;90;14499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-13800-istres-023918
Nissan;Qashqai;2022;4;hybride;Automatique;50229;8;190;26999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-qashqai-e-power-190ch-n-connecta-2022-51530-magenta-14099
Peugeot;308;2023;3;hybride;Automatique;19969;8;180;22980;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-phev-180ch-active-pack-e-eat8-38000-grenoble-115683
Nissan;Qashqai;2022;4;hybride;Automatique;17825;8;190;31990;69;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-e-power-190ch-tekna-2022-69200-venissieux-617772
Volkswagen;T-Cross;2021;5;essence;Automatique;42784;6;110;20999;51;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-cross-1-0-tsi-110ch-carat-dsg7-51100-reims-115341
Fiat;500x;2024;2;essence;Automatique;19226;7;130;20486;73;https://www.autosphere.fr/fiche4/auto-occasion-fiat-500x-1-5-firefly-turbo-130ch-s-s-hybrid-sport-dct7-73490-la-ravoire-gmsa494
Peugeot;208;2025;1;électrique;Automatique;10;4;136;24799;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-active-pack-63000-clermont-ferrand-1002451
Dacia;Jogger;2025;1;hybride;Automatique;14379;5;140;25788;25;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-jogger-1-6-hybrid-140ch-extreme-7-places-24-25300-pontarlier-663250
Mercedes;Classe C Break;2020;6;hybride;Automatique;82976;10;122;27999;77;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-c-break-300-e-211-122ch-amg-line-9g-tronic-77240-vert-saint-denis-9130554
Volkswagen;Id.5;2022;4;électrique;Automatique;48150;5;204;30499;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-id-5-204ch-pro-performance-77-kwh-86000-poitiers-403004
Renault;Express;2022;4;diesel;Manuelle;54859;5;75;13299;73;https://www.autosphere.fr/fiche/auto-occasion-renault-express-1-5-blue-dci-75ch-confort-22-73300-saint-jean-de-maurienne-250916
Renault;Symbioz;2025;1;hybride;Automatique;19347;5;145;31999;2;https://www.autosphere.fr/fiche/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-esprit-alpine-02200-soissons-250670
Renault;Captur;2025;1;essence;Manuelle;2669;5;90;22999;57;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-techno-25-57200-sarreguemines-008430
Kia;Rio;2022;4;essence;Manuelle;60197;5;100;15499;62;https://www.autosphere.fr/fiche/auto-occasion-kia-rio-1-0-t-gdi-100ch-mhev-gt-line-ibvm6-62217-beaurains-63878
Citroen;C3;2022;4;essence;Manuelle;82287;6;110;11680;38;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-pack-121-122g-38320-eybens-251049
Renault;Clio;2018;8;essence;Manuelle;73841;5;90;10799;60;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-0-9-tce-90ch-limited-5p-60005-beauvais-2016883
Dacia;Sandero;2025;1;essence;Automatique;2224;5;90;19990;69;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-tce-90ch-journey-auto-69400-arnas-915368
Audi;A3 Sportback;2021;5;hybride;Automatique;57542;8;204;27299;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-a3-sportback-40-tfsi-e-204ch-s-line-s-tronic-6-79000-niort-411464
Renault;Mégane;2022;4;électrique;Automatique;11181;4;130;24299;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-megane-e-tech-electric-ev60-130ch-evolution-er-optimum-charge-13730-saint-victoret-46228
Volkswagen;Tiguan;2025;1;hybride;Automatique;5201;8;204;45690;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-tiguan-1-5-ehybrid-204ch-elegance-dsg6-51520-saint-martin-sur-le-pre-053099
Ds;Ds 3;2025;1;essence;Automatique;1500;7;145;33890;63;https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-1-2-hybride-145ch-jules-verne-63000-clermont-ferrand-st43283320
Nissan;Qashqai;2022;4;hybride;Automatique;46020;8;190;27989;26;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-e-power-190ch-tekna-2022-26000-valence-206466
Renault;Kangoo;2024;2;diesel;Manuelle;15781;6;115;28480;70;https://www.autosphere.fr/fiche4/auto-occasion-renault-kangoo-1-5-blue-dci-115ch-techno-24-70000-vesoul-24692
Nissan;Qashqai;2022;4;hybride;Automatique;40000;8;190;25988;26;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-e-power-190ch-n-connecta-2022-26000-valence-206461
Renault;Captur;2021;5;hybride;Automatique;68812;5;145;18299;59;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-59850-nieppe-250675
Peugeot;208;2022;4;électrique;Automatique;75153;4;136;14999;16;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-e-208-136ch-style-16430-champniers-128393
Peugeot;2008;2008;18;essence;Manuelle;2934;5;100;21499;16;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-100ch-s-s-allure-16430-champniers-1242755
Citroen;C1;2021;5;essence;Manuelle;72270;4;72;8999;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c1-vti-72-s-s-feel-5p-e6-d-86000-poitiers-12092466
Renault;Arkana;2022;4;hybride;Automatique;51486;5;145;21999;57;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-6-e-tech-145ch-rs-line-21b-57000-metz-226780
Mini;Mini;2022;4;électrique;Automatique;23107;5;184;19999;40;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-mini-cooper-se-184ch-mosaert-bva-40990-mees-42329
Mercedes;Citan;2024;2;diesel;Automatique;57900;7;95;24490;77;https://www.autosphere.fr/fiche/auto-occasion-mercedes-citan-110-cdi-extra-long-first-bva-77270-villeparisis-8302623
Renault;Scénic;2025;1;électrique;Automatique;7000;4;220;45590;77;https://www.autosphere.fr/fiche/auto-occasion-renault-scenic-e-tech-electric-220ch-techno-option-iconic-grande-autonomie-25-77100-nanteuil-les-meaux-065674
Renault;Clio;2020;6;hybride;Automatique;49426;7;140;16799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-140ch-premiere-edition-62232-fouquieres-les-bethune-250532
Ds;Ds 7;2022;4;hybride;Automatique;19950;10;225;30299;54;https://www.autosphere.fr/fiche-mixte/auto-occasion-ds-ds-7-e-tense-225ch-performance-line-54135-mexy-241012
Volkswagen;Polo;2024;2;essence;Automatique;10873;5;95;20999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-polo-1-0-tsi-95ch-style-dsg7-51520-saint-martin-sur-le-pre-053012
Mercedes;Classe B;2018;8;diesel;Automatique;79000;5;109;18499;16;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-b-180-d-109ch-business-edition-7g-dct-16430-champniers-801637
Renault;Austral;2025;1;hybride;Automatique;11170;7;200;32499;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-evolution-24-02000-laon-250875
Renault;Kangoo Van;2023;3;diesel;Manuelle;38042;5;115;18480;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-kangoo-van-l1-1-5-blue-dci-115ch-grand-confort-22-25000-besancon-195254
Peugeot;508;2019;7;essence;Automatique;96012;9;180;17999;62;https://www.autosphere.fr/fiche/auto-occasion-peugeot-508-puretech-180ch-s-s-gt-line-eat8-114g-62232-fouquieres-les-bethune-250607
Renault;Clio;2021;5;essence;Manuelle;61608;7;140;16499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-3-tce-140ch-rs-line-21-62000-arras-451342
Ds;Ds 3 Crossback;2021;5;essence;Automatique;79289;7;130;14999;63;https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-puretech-130ch-performance-line-automatique-7cv-63000-clermont-ferrand-1001520
Renault;Mégane;2022;4;électrique;Automatique;66145;4;220;22499;59;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-59470-wormhout-250813
Peugeot;5008;2025;1;essence;Automatique;5;7;145;35999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-hybrid-145ch-allure-e-dcs6-13300-salon-de-provence-37112
Renault;Clio;2021;5;essence;Manuelle;58200;5;90;13990;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-limited-21-62218-loison-sous-lens-251157
Renault;Clio;2023;3;essence;Manuelle;27440;5;90;16990;2;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-02300-chauny-250864
Peugeot;208;2021;5;électrique;Automatique;65284;4;136;13699;86;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-e-208-136ch-active-business-86100-chatellerault-1232043
Nissan;Qashqai;2022;4;hybride;Automatique;16551;8;190;27990;69;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-e-power-190ch-n-connecta-2022-69200-venissieux-617834
Dacia;Duster;2025;1;hybride;Automatique;3414;5;140;27799;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-62232-fouquieres-les-bethune-250588
Peugeot;208;2024;2;essence;Manuelle;8510;5;100;14499;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-60005-beauvais-1019820
Nissan;X-Trail;2023;3;hybride;Automatique;33335;8;204;29799;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-nissan-x-trail-e-power-204ch-n-connecta-59260-hellemmes-lille-11238
Nissan;Juke;2019;7;essence;Manuelle;76285;6;117;14980;1;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-0-dig-t-117ch-tekna-01000-bourg-en-bresse-125283
Renault;Captur;2024;2;essence;Manuelle;14386;5;90;17999;74;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-74100-annemasse-121829
Peugeot;5008;2025;1;essence;Automatique;100;7;145;37999;37;https://www.autosphere.fr/fiche/auto-occasion-peugeot-5008-hybrid-145ch-gt-e-dcs6-37170-chambray-les-tours-700668
Dacia;Sandero;2023;3;gpl;Manuelle;15630;5;100;13499;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-essential-10510-maizieres-la-grande-paroisse-025187
Citroen;C3;2022;4;essence;Manuelle;15200;4;83;11480;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-73000-chambery-330871
Dacia;Duster;2025;1;gpl;Manuelle;5951;5;100;22980;26;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-journey-26100-romans-sur-isere-120059
Dacia;Sandero;2025;1;essence;Manuelle;11975;5;90;17299;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-tce-90ch-journey-10000-troyes-025705
Kia;Rio;2017;9;essence;Manuelle;63800;5;100;11999;59;https://www.autosphere.fr/fiche/auto-occasion-kia-rio-1-0-t-gdi-100ch-isg-launch-edition-59320-sequedin-233767
