marque;modele;annee;age_voiture;carburant;boite_vitesse;kilometrage;puissance_fiscale_cv;puissance_reelle_ch;prix;code_postal;url_annonce
Renault;Clio;2023;3;diesel;Manuelle;64281;5;100;14499;30;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-30100-ales-229800
Ford;Puma;2023;3;essence;Automatique;11007;8;155;20499;57;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-155cv-bva-st-line-57180-terville-241913
Peugeot;3008;2022;4;essence;Manuelle;106414;7;130;14990;38;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-1-2-puretech-130ch-s-s-allure-pack-38300-bourgoin-jallieu-10071
Renault;Captur;2023;3;essence;Automatique;18816;8;160;22790;7;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-3-tce-mild-hybrid-160ch-iconic-edc-07430-davezieux-15074
Toyota;C-Hr;2020;6;hybride;Automatique;33386;8;153;23990;92;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-184h-graphic-2wd-e-cvt-my20-92600-asnieres-sur-seine-003259
Dacia;Duster;2020;6;essence;Manuelle;54356;7;130;17999;73;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-3-tce-130ch-fap-prestige-4x4-e6u-73200-albertville-251211
Nissan;Micra;2021;5;essence;Manuelle;44801;5;92;14450;69;https://www.autosphere.fr/fiche4/auto-occasion-nissan-micra-1-0-ig-t-92ch-n-sport-2021-5-69200-venissieux-617783
Peugeot;2008;2008;18;diesel;Automatique;104544;7;130;19499;64;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-5-bluehdi-130ch-s-s-gt-eat8-125g-64200-bassussarry-49920
Ford;Focus Sw;2023;3;essence;Automatique;10285;8;155;22499;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-focus-sw-1-0-ecoboost-mhev-155ch-st-line-x-powershift-63000-clermont-ferrand-1002045
Peugeot;2008;2008;18;essence;Automatique;3137;7;145;27690;73;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-2-hybrid-145ch-gt-e-dcs6-73490-la-ravoire-st43822738
Peugeot;308 Sw;2023;3;essence;Automatique;24996;7;130;20799;51;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-sw-1-2-puretech-130ch-s-s-allure-eat8-51000-chalons-en-champagne-021865
Peugeot;Expert;2021;5;diesel;Automatique;75101;7;180;25299;63;https://www.autosphere.fr/fiche/auto-occasion-peugeot-expert-standard-2-0-bluehdi-180ch-s-s-asphalt-eat8-63000-clermont-ferrand-1002553
Peugeot;208;2022;4;diesel;Manuelle;42153;5;100;17499;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-5-bluehdi-100ch-s-s-gt-13300-salon-de-provence-37122
Renault;Kadjar;2017;9;essence;Automatique;49013;7;130;14299;62;https://www.autosphere.fr/fiche/auto-occasion-renault-kadjar-1-2-tce-130ch-energy-graphite-edc-62220-carvin-251045
Dacia;Sandero;2024;2;essence;Manuelle;26846;5;90;14979;70;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-essential-70000-vesoul-24580
Hyundai;Ioniq;2022;4;électrique;Automatique;73090;4;218;23980;69;https://www.autosphere.fr/fiche4/auto-occasion-hyundai-ioniq-73-kwh-218ch-intuitive-69400-arnas-915293
Dacia;Sandero;2019;7;diesel;Manuelle;94591;5;95;11390;38;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-5-blue-dci-95ch-stepway-38300-bourgoin-jallieu-233851
Renault;Grand Scénic;2017;9;diesel;Manuelle;86424;7;130;16499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-grand-scenic-1-6-dci-130ch-energy-intens-62231-coquelles-251379
Dacia;Duster;2025;1;gpl;Manuelle;4130;5;100;23999;13;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-extreme-13127-vitrolles-30425
Peugeot;308;2025;1;essence;Automatique;5000;7;145;34990;86;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-2-hybrid-145ch-allure-e-dcs6-86100-chatellerault-hg579kz
Citroen;C4;2022;4;électrique;Automatique;87700;4;136;14851;51;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c4-moteur-electrique-136ch-100-kw-feel-automatique-51100-reims-001354
Toyota;Proace;2024;2;diesel;Manuelle;38330;7;140;23999;69;https://www.autosphere.fr/fiche/auto-occasion-toyota-proace-long-2-0-d-4d-140-start-mc24-69410-champagne-au-mont-d-or-063861
Renault;Clio;2022;4;hybride;Automatique;21696;5;145;16999;57;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-hybride-145ch-evolution-57155-marly-226549
Peugeot;2008;2008;18;essence;Automatique;19864;7;136;26799;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-136ch-gt-e-dcs6-37170-chambray-les-tours-700684
Peugeot;208;2024;2;essence;Automatique;10000;5;100;18699;16;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-16430-champniers-128299
Citroen;C3;2023;3;essence;Manuelle;43445;4;83;11499;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-86000-poitiers-12092510
Hyundai;I20;2023;3;essence;Automatique;3128;5;100;20499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-hyundai-i20-1-0-t-gdi-100ch-hybrid-creative-dct-7-59300-valenciennes-503018
Renault;Captur;2022;4;hybride;Automatique;34401;5;145;19999;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-02000-laon-250742
Dacia;Sandero;2024;2;essence;Manuelle;50113;5;90;14499;57;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-essential-57000-metz-227065
Renault;Clio;2022;4;essence;Manuelle;36395;5;90;14799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-business-21n-62218-loison-sous-lens-251180
Peugeot;2008;2008;18;essence;Manuelle;72711;5;100;12480;1;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-active-pack-01000-bourg-en-bresse-128117
Dacia;Sandero;2025;1;gpl;Manuelle;8585;5;100;16990;2;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-expression-24-02300-chauny-250835
Renault;Clio;2022;4;diesel;Manuelle;47126;5;100;14999;93;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-93250-villemomble-v123467
Dacia;Sandero;2025;1;gpl;Manuelle;11723;5;100;16980;38;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-38150-salaise-sur-sanne-2473
Renault;Austral;2025;1;hybride;Automatique;2207;7;200;35799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-24-62218-loison-sous-lens-250843
Renault;Master;2022;4;diesel;Manuelle;3250;8;145;39987;70;https://www.autosphere.fr/fiche4/auto-occasion-renault-master-nacelle-f3500-l2h2-2-3-blue-dci-145ch-grand-confort-eurovi-70000-vesoul-23920
Dacia;Sandero;2025;1;gpl;Manuelle;4066;5;100;17887;38;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-38300-bourgoin-jallieu-233678
Dacia;Sandero;2022;4;gpl;Manuelle;46193;5;100;15299;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-10000-troyes-025652
Skoda;Enyaq;2024;2;électrique;Automatique;27029;5;180;28299;59;https://www.autosphere.fr/fiche/auto-occasion-skoda-enyaq-180ch-60-59470-wormhout-250770
Renault;Captur;2022;4;essence;Manuelle;25024;5;90;15999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-59640-dunkerque-600969
Peugeot;208;2024;2;essence;Manuelle;49967;5;100;13990;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-38300-bourgoin-jallieu-10085
Renault;Clio;2023;3;essence;Manuelle;31653;5;90;14799;2;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-02000-laon-250972
Bmw;Série 1;2022;4;diesel;Automatique;60615;10;190;31799;13;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-120da-190ch-edition-m-design-13700-marignane-228619
Peugeot;208;2023;3;essence;Manuelle;50794;4;75;11999;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-79000-niort-1242885
Renault;Austral;2025;1;hybride;Automatique;20032;7;200;35980;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-iconic-esprit-alpine-24-38150-salaise-sur-sanne-2499
Volkswagen;T-Roc;2025;1;essence;Automatique;1750;8;150;39990;51;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-roc-1-5-etsi-150ch-r-line-dsg7-51520-saint-martin-sur-le-pre-9630
Renault;Arkana;2025;1;hybride;Automatique;4641;5;145;30479;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-esprit-alpine-24-26000-valence-442079
Peugeot;3008;2016;10;essence;Manuelle;76213;7;130;11680;38;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-1-2-puretech-130ch-active-s-s-38300-bourgoin-jallieu-216502
Peugeot;208;2024;2;essence;Automatique;5958;5;100;17999;16;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-16700-ruffec-127958
Volvo;Xc40;2019;7;diesel;Automatique;75810;10;190;28999;8;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-d4-adblue-awd-190ch-inscription-geartronic-8-08000-charleville-mezieres-20251112
Peugeot;208;2024;2;essence;Manuelle;20077;5;100;15979;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-73000-chambery-330966
Renault;Clio;2025;1;hybride;Automatique;5000;5;145;27299;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-esprit-alpine-25-73200-albertville-2025b8330
Renault;Captur;2025;1;hybride;Automatique;10;6;160;27990;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-8-e-tech-full-hybrid-160ch-techno-25-51530-dizy-cr000362
Peugeot;3008;2022;4;hybride;Automatique;47606;10;225;25490;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-hybrid-225ch-gt-pack-e-eat8-73000-chambery-331231
Peugeot;208;2024;2;essence;Automatique;9669;5;100;17499;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-37170-chambray-les-tours-700433
Mitsubishi;Eclipse Cross;2023;3;hybride;Automatique;10;5;188;30999;33;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-black-collection-4wd-2023-33260-la-teste-de-buch-300858
Ford;Fiesta;2020;6;essence;Manuelle;64578;6;125;12999;86;https://www.autosphere.fr/fiche/auto-occasion-ford-fiesta-1-0-ecoboost-125ch-mhev-titanium-5p-86000-poitiers-12092649
Peugeot;5008;2024;2;essence;Automatique;11000;7;130;30990;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-1-2-puretech-130ch-s-s-allure-pack-eat8-63000-clermont-ferrand-st42016653
Kia;Pv5 Cargo;2025;1;électrique;Automatique;1250;6;163;41499;62;https://www.autosphere.fr/fiche/auto-occasion-kia-pv5-cargo-l-163ch-71-2kwh-plus-62217-beaurains-802411
Toyota;Proace City;2024;2;électrique;Automatique;2930;9;136;27900;69;https://www.autosphere.fr/fiche/auto-occasion-toyota-proace-city-electric-medium-50-kwh-business-69200-venissieux-st42351611
Dacia;Sandero;2021;5;gpl;Manuelle;70678;5;100;13499;57;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-57000-metz-227066
Renault;Arkana;2024;2;essence;Automatique;49985;7;140;19979;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-24-38090-villefontaine-233503
Dacia;Jogger;2025;1;hybride;Automatique;10557;5;140;26499;84;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-6-hybrid-140ch-extreme-7-places-84120-pertuis-250405
Citroen;C4;2023;3;essence;Manuelle;33398;7;130;15999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c4-puretech-130ch-s-s-feel-pack-59160-lomme-300390
Peugeot;3008;2020;6;diesel;Automatique;85755;7;130;18499;86;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-5-bluehdi-130ch-s-s-allure-eat8-86100-chatellerault-1231950
Volkswagen;Polo;2024;2;essence;Manuelle;11450;5;95;17980;38;https://www.autosphere.fr/fiche4/auto-occasion-volkswagen-polo-1-0-tsi-95ch-life-38150-salaise-sur-sanne-2483
Renault;Mégane;2024;2;essence;Automatique;44260;7;140;20999;51;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-3-tce-140ch-evolution-edc-23-51100-reims-948148
Citroen;C3;2023;3;essence;Manuelle;15279;6;110;12499;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-120-123g-86000-poitiers-12092437
Renault;Rafale;2025;1;hybride;Automatique;5000;7;200;44499;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-rafale-1-2-e-tech-full-hybrid-200ch-esprit-alpine-10000-troyes-025350
Peugeot;208;2024;2;électrique;Automatique;100;4;136;26990;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-allure-pack-60200-compiegne-st41070718
Renault;Twingo;2019;7;essence;Automatique;95965;5;95;12480;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-twingo-0-9-tce-95ch-intens-edc-01000-bourg-en-bresse-305714
Citroen;C3;2023;3;essence;Manuelle;15700;4;83;13482;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001415
Citroen;C3;2022;4;diesel;Manuelle;57244;5;100;13499;63;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-feel-pack-e6-d-63000-clermont-ferrand-1002822
Dacia;Sandero;2021;5;essence;Manuelle;39280;5;90;13799;57;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-confort-57500-saint-avold-232395
Toyota;Yaris Cross;2022;4;hybride;Automatique;41596;5;116;20590;74;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-116h-dynamic-my22-74330-epagny-143194
Renault;Mégane;2023;3;électrique;Automatique;29069;4;220;21900;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-equilibre-super-charge-26000-valence-442502
Dacia;Duster;2021;5;diesel;Manuelle;67995;6;115;15999;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-5-blue-dci-115ch-evasion-4x2-e6u-59850-nieppe-250387
Mini;Countryman;2017;9;diesel;Automatique;115380;10;190;18799;64;https://www.autosphere.fr/fiche/auto-occasion-mini-countryman-cooper-sd-190ch-exquisite-bva-64100-bayonne-122337
Mitsubishi;Space Star;2024;2;essence;Manuelle;1300;4;71;14200;92;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-space-star-1-2-mivec-71ch-invite-2024-92220-bagneux-vn0019327
Kia;Ceed;2023;3;essence;Manuelle;4617;6;120;23999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-kia-ceed-1-0-t-gdi-120ch-gt-line-premium-51100-reims-14009
Toyota;Yaris;2021;5;hybride;Automatique;54532;5;92;17499;74;https://www.autosphere.fr/fiche-mixte/auto-occasion-toyota-yaris-116h-france-5p-74100-annemasse-121961
Renault;Captur;2025;1;gpl;Manuelle;11937;5;100;22990;94;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-eco-g-100ch-techno-94400-vitry-sur-seine-001441
Dacia;Bigster;2025;1;hybride;Automatique;10;6;155;31790;57;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-bigster-1-8-hybrid-155ch-extreme-57000-metz-2910g
Citroen;C3 Aircross;2021;5;diesel;Manuelle;31023;6;110;15799;59;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-aircross-bluehdi-110ch-s-s-feel-pack-business-59600-maubeuge-5019588
Renault;Master;2023;3;diesel;Manuelle;49092;8;135;25499;73;https://www.autosphere.fr/fiche/auto-occasion-renault-master-f3500-l2h2-2-3-blue-dci-135ch-confort-euro6-73200-albertville-251156
Peugeot;208;2024;2;essence;Manuelle;11098;5;100;15499;62;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-62114-sains-en-gohelle-225414
Peugeot;208;2022;4;essence;Manuelle;26891;5;100;13999;3;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-pack-03110-charmeil-3000670
Renault;Mégane;2024;2;électrique;Automatique;26140;4;130;20499;59;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-130ch-equilibre-autonomie-urbaine-24-59320-sequedin-233792
Renault;Scénic;2018;8;diesel;Manuelle;104632;7;130;14299;59;https://www.autosphere.fr/fiche/auto-occasion-renault-scenic-1-6-dci-130ch-energy-intens-59470-wormhout-250802
Peugeot;208;2024;2;essence;Manuelle;16000;5;100;15299;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-37170-chambray-les-tours-700561
Citroen;C1;2021;5;essence;Manuelle;60622;4;72;8999;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c1-vti-72-s-s-feel-5p-e6-d-86000-poitiers-12092205
Peugeot;208;2024;2;essence;Automatique;14161;5;100;18499;57;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-57180-terville-242410
Dacia;Jogger;2023;3;gpl;Manuelle;64162;5;100;14999;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-essential-5-places-62218-loison-sous-lens-250853
Toyota;C-Hr;2024;2;hybride;Automatique;18769;5;140;28499;1;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-1-8-hybride-140ch-design-ng23-01120-dagneux-091818
Peugeot;3008;2022;4;hybride;Automatique;90108;10;225;18979;38;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-hybrid-225ch-allure-e-eat8-38000-grenoble-114985
Nissan;Juke;2021;5;essence;Automatique;45699;6;114;15990;26;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-0-dig-t-114ch-n-connecta-dct-2021-5-26000-valence-206557
Renault;Trafic;2023;3;diesel;Manuelle;97547;7;130;20999;64;https://www.autosphere.fr/fiche/auto-occasion-renault-trafic-l1h1-3t-2-0-blue-dci-130ch-confort-64200-bassussarry-49854
Peugeot;2008;2008;18;essence;Automatique;27834;7;130;17980;1;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-gt-eat8-01000-bourg-en-bresse-128431
Peugeot;2008;2008;18;essence;Manuelle;86431;5;110;9299;64;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-puretech-110ch-gt-line-s-s-64300-orthez-71443
Renault;Clio;2025;1;hybride;Automatique;11;5;145;23599;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-esprit-alpine-24-13800-istres-023760
Peugeot;308;2024;2;essence;Automatique;13619;7;136;24280;74;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-2-hybrid-136ch-allure-e-dcs6-74150-rumilly-159261
Opel;Corsa;2025;1;essence;Automatique;14188;5;100;20299;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-opel-corsa-1-2-turbo-hybrid-100ch-edition-e-bva6-37540-saint-cyr-sur-loire-600211
Citroen;C3;2023;3;essence;Manuelle;23575;4;83;12790;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51530-dizy-cr000375
Fiat;Tipo Cross Sw;2023;3;essence;Manuelle;37693;5;100;16299;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-fiat-tipo-cross-sw-1-0-firefly-turbo-100ch-s-s-plus-my22-44400-reze-110423
Renault;Clio;2022;4;hybride;Automatique;41520;5;140;17499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-140ch-intens-21-62000-arras-451475
Bmw;X1;2022;4;essence;Automatique;9885;7;136;36999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x1-sdrive18i-136ch-xline-59650-villeneuve-d-ascq-2512817
Ford;Kuga;2021;5;diesel;Manuelle;81155;8;150;20990;74;https://www.autosphere.fr/fiche/auto-occasion-ford-kuga-2-0-ecoblue-150ch-mhev-st-line-74330-epagny-143160
Toyota;Yaris Cross;2023;3;hybride;Automatique;49026;5;92;24999;74;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-116h-gr-sport-my22-74330-epagny-143279
Renault;Rafale;2025;1;hybride;Automatique;19223;7;200;42999;57;https://www.autosphere.fr/fiche/auto-occasion-renault-rafale-1-2-e-tech-full-hybrid-200ch-esprit-alpine-57180-terville-242448
Bmw;X2;2020;6;diesel;Automatique;116239;10;190;25999;64;https://www.autosphere.fr/fiche/auto-occasion-bmw-x2-xdrive20da-190ch-m-sport-euro6d-t-64100-bayonne-122504
Mini;Cabrio;2022;4;essence;Automatique;74432;7;136;24999;33;https://www.autosphere.fr/fiche/auto-occasion-mini-cabrio-cooper-136ch-edition-premium-plus-bva7-33700-merignac-2510047
Bmw;Série 2 Active Tourer;2023;3;essence;Automatique;21480;7;136;30499;33;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-2-active-tourer-218i-136ch-m-sport-dkg7-33700-merignac-2510093
Peugeot;408;2023;3;hybride;Automatique;92743;8;180;23999;84;https://www.autosphere.fr/fiche/auto-occasion-peugeot-408-phev-180ch-allure-pack-e-eat8-84000-avignon-59551
Peugeot;3008;2024;2;essence;Automatique;15000;7;136;30480;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-73000-chambery-331007
Ford;Puma;2022;4;e85;Manuelle;41867;6;125;19799;59;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-st-line-59600-maubeuge-5019508
Nissan;Leaf;2022;4;électrique;Automatique;27382;6;150;13490;26;https://www.autosphere.fr/fiche4/auto-occasion-nissan-leaf-150ch-40kwh-acenta-22-26000-valence-206551
Renault;Clio;2025;1;hybride;Automatique;12558;5;145;20999;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-24-13800-istres-023783
Bmw;Série 1;2023;3;diesel;Automatique;80673;8;150;27499;40;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-118da-150ch-m-sport-40090-saint-avit-122262
Citroen;C3;2023;3;essence;Manuelle;56497;4;83;10499;86;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-86000-poitiers-12092156
Mercedes;Eqa;2025;1;électrique;Automatique;3500;7;190;42990;77;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-eqa-250-190ch-77100-meaux-vn0059138
Renault;Twingo;2023;3;essence;Manuelle;19704;4;65;12499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-twingo-1-0-sce-65ch-equilibre-59223-roncq-512154
Citroen;C3;2022;4;essence;Manuelle;38867;6;110;11999;16;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-elle-16430-champniers-128057
Peugeot;2008;2008;18;essence;Manuelle;86461;7;130;11999;37;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-active-37540-saint-cyr-sur-loire-103136
Renault;Arkana;2024;2;hybride;Automatique;46778;5;145;25487;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-esprit-alpine-24-25300-pontarlier-663243
Mini;Mini;2023;3;électrique;Automatique;18593;5;184;22999;13;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-se-184ch-edition-premium-plus-bva-5cv-13700-marignane-228675
Renault;Trafic;2023;3;diesel;Manuelle;21214;7;130;25290;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-trafic-fourgon-trafic-fgn-l1h1-2800-kg-blue-dci-130-grand-confort-38300-bourgoin-jallieu-233875
Ds;Ds 3 Crossback;2022;4;essence;Automatique;54991;7;130;19169;8;https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-3-crossback-puretech-130ch-toit-de-paris-automatique-08000-charleville-mezieres-595
Renault;Symbioz;2025;1;hybride;Automatique;5000;5;160;35999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-symbioz-1-8-e-tech-full-hybrid-160ch-iconic-25-13100-aix-en-provence-d4503
Renault;Captur;2024;2;hybride;Automatique;23390;5;145;27490;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-25000-besancon-195314
Renault;Austral;2025;1;hybride;Automatique;5000;7;200;42999;13;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-esprit-alpine-25-13127-vitrolles-c1865
Peugeot;3008;2021;5;hybride;Automatique;62335;10;225;25999;16;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-gt-pack-e-eat8-16430-champniers-128432
Renault;Clio;2025;1;diesel;Manuelle;12563;5;100;19499;77;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-77100-nanteuil-les-meaux-037313
Renault;Austral;2025;1;hybride;Automatique;11409;7;200;34799;62;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-evolution-24-62000-arras-451402
Peugeot;208;2025;1;essence;Automatique;11894;5;100;20499;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-style-e-dcs6-37540-saint-cyr-sur-loire-103108
Citroen;C3;2021;5;essence;Manuelle;33977;4;83;9979;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-feel-business-38320-eybens-250956
Renault;Express;2023;3;diesel;Manuelle;36881;5;75;14499;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-express-1-5-blue-dci-75ch-confort-22-13730-saint-victoret-46218
Peugeot;208;2023;3;essence;Manuelle;31656;5;100;13580;74;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-business-r-74600-seynod-159569
